date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:59:45	326309/326309	---MCZ	200	added ('OK')	text/css	etag:W/%224faa5-5c1f6fa7a7c00%22	https://nouthemes.net/html/mymedi/css/style.css	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/css/style.css	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:46	416842/416842	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/index.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/index.html	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:50	1782/1782	---M--	200	added ('OK')	image/png	etag:%226f6-5c1c240c4aa80%22	https://nouthemes.net/html/mymedi/img/logo-green.png	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/logo-green.png	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:51	156688/156688	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/wishlist.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/wishlist.html	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:52	55802/55802	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jan%202024%2020:59:51%20GMT	https://nouthemes.net/html/mymedi/product-default.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product-default.html	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:53	15820/15820	---M--	200	added ('OK')	image/jpeg	etag:%223dcc-5c1c1e6c3e500%22	https://nouthemes.net/html/mymedi/img/products/055.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/055.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:55	203269/203269	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/shopping-cart.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/shopping-cart.html	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:56	159857/159857	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/checkout.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/checkout.html	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:58	76057/76057	---M--	200	added ('OK')	image/jpeg	etag:%2212919-5c1c1e6c3e500%22	https://nouthemes.net/html/mymedi/img/products/052.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/052.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:58	32014/32014	---M--	200	added ('OK')	image/jpeg	etag:%227d0e-5c1c1b6d7d400%22	https://nouthemes.net/html/mymedi/img/products/033.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/033.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:58	49171/49171	---M--	200	added ('OK')	image/jpeg	etag:%22c013-5c1c1e6c3e500%22	https://nouthemes.net/html/mymedi/img/products/051.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/051.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:59	74999/74999	---M--	200	added ('OK')	image/jpeg	etag:%22124f7-5c1c1e6c3e500%22	https://nouthemes.net/html/mymedi/img/products/050.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/050.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
01:59:59	191629/191629	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product-result.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product-result.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:00	107612/107612	---M--	200	added ('OK')	image/jpeg	etag:%221a45c-5c1c1c72cbc80%22	https://nouthemes.net/html/mymedi/img/products/001.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/001.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:01	216379/216379	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-list.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-list.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:01	2433/2433	---M--	200	added ('OK')	image/jpeg	etag:%22981-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-1.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-1.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:02	1490/1490	---M--	200	added ('OK')	image/jpeg	etag:%225d2-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-2.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-2.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:03	2059/2059	---M--	200	added ('OK')	image/jpeg	etag:%2280b-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:03	2183/2183	---M--	200	added ('OK')	image/jpeg	etag:%22887-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:05	1683/1683	---M--	200	added ('OK')	image/jpeg	etag:%22693-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:06	2172/2172	---M--	200	added ('OK')	image/jpeg	etag:%2287c-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-6.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-6.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:06	1766/1766	---M--	200	added ('OK')	image/jpeg	etag:%226e6-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-7.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-7.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:07	1914/1914	---M--	200	added ('OK')	image/jpeg	etag:%2277a-5c1c20e1ab200%22	https://nouthemes.net/html/mymedi/img/branch/brand-8.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-8.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:07	2690/2690	---M--	200	added ('OK')	image/jpeg	etag:%22a82-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-9.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-9.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:08	1604/1604	---M--	200	added ('OK')	image/jpeg	etag:%22644-5c1c20e393680%22	https://nouthemes.net/html/mymedi/img/branch/brand-10.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/branch/brand-10.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:09	26740/26740	---M--	200	added ('OK')	image/jpeg	etag:%226874-5c1c10d16cc00%22	https://nouthemes.net/html/mymedi/img/promotion/bg-banner4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/bg-banner4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:10	273679/273679	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-grid.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-grid.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:11	17433/17433	---M--	200	added ('OK')	image/jpeg	etag:%224419-5c1c10d16cc00%22	https://nouthemes.net/html/mymedi/img/promotion/bg-banner5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/bg-banner5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:12	222987/222987	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/product1.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/product1.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:15	61877/61877	---M--	200	added ('OK')	image/jpeg	etag:%22f1b5-5c1c1b6d7d400%22	https://nouthemes.net/html/mymedi/img/products/039.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/039.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:21	138225/138225	---M--	200	added ('OK')	image/jpeg	etag:%2221bf1-5c1c1e6a56080%22	https://nouthemes.net/html/mymedi/img/products/048.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/products/048.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:21	150792/150792	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/compare.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/compare.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:23	12136/12136	---M--	200	added ('OK')	image/jpeg	etag:%222f68-5c1c1051a1e80%22	https://nouthemes.net/html/mymedi/img/promotion/1.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/1.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:27	312719/312719	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home2.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home2.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:29	10397/10397	---M--	200	added ('OK')	image/jpeg	etag:%22289d-5c1c1051a1e80%22	https://nouthemes.net/html/mymedi/img/promotion/2.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/2.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:32	361270/361270	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home3.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home3.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:35	9897/9897	---M--	200	added ('OK')	image/jpeg	etag:%2226a9-5c1c1051a1e80%22	https://nouthemes.net/html/mymedi/img/promotion/3.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/3.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:37	411888/411888	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home4.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home4.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:38	15943/15943	---M--	200	added ('OK')	image/jpeg	etag:%223e47-5c1c1051a1e80%22	https://nouthemes.net/html/mymedi/img/promotion/4.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/4.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:40	327172/327172	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home5.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home5.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:41	11595/11595	---M--	200	added ('OK')	image/jpeg	etag:%222d4b-5c1c1051a1e80%22	https://nouthemes.net/html/mymedi/img/promotion/5.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/5.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:46	8636/8636	---M--	200	added ('OK')	image/jpeg	etag:%2221bc-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/6.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/6.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:48	234367/234367	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home6.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home6.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:48	238836/238836	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home7.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home7.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:49	10042/10042	---M--	200	added ('OK')	image/jpeg	etag:%22273a-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/7.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/7.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:50	297181/297181	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home8.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home8.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:51	7603/7603	---M--	200	added ('OK')	image/jpeg	etag:%221db3-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/8.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/8.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:51	112826/112826	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home9.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home9.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:51	8536/8536	---M--	200	added ('OK')	image/jpeg	etag:%222158-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/9.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/9.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:52	113110/113110	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home10.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home10.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:52	7477/7477	---M--	200	added ('OK')	image/jpeg	etag:%221d35-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/10.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/10.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:52	107066/107066	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home11.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home11.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:54	7431/7431	---M--	200	added ('OK')	image/jpeg	etag:%221d07-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/11.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/11.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:54	93014/93014	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home12.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home12.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:54	4674/4674	---M--	200	added ('OK')	image/jpeg	etag:%221242-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/12.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/12.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:55	6059/6059	---M--	200	added ('OK')	image/jpeg	etag:%2217ab-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/13.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/13.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:55	285885/285885	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home14.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home14.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:55	6499/6499	---M--	200	added ('OK')	image/jpeg	etag:%221963-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/14.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/14.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:56	153548/153548	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/home15.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/home15.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:56	5257/5257	---M--	200	added ('OK')	image/jpeg	etag:%221489-5c1c10538a300%22	https://nouthemes.net/html/mymedi/img/promotion/15.jpg	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/img/promotion/15.jpg	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:57	242961/242961	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/promo-category.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/promo-category.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:57	234272/234272	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-grid-detail.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-grid-detail.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:58	253736/253736	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-grid-green.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-grid-green.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:58	187132/187132	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-grid-dark.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-grid-dark.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:59	227782/227782	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-grid-separate.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-grid-separate.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:00:59	216335/216335	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-loading-infinity.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-loading-infinity.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:00	216047/216047	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/category-load-more.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/category-load-more.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:00	191780/191780	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/404.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/404.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:01	166398/166398	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/about-us.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/about-us.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:01	149874/149874	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/contact-us.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/contact-us.html	(from https://nouthemes.net/html/mymedi/home13.html)
02:01:02	163914/163914	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20May%202021%2016:34:16%20GMT	https://nouthemes.net/html/mymedi/portfolio.html	C:/Users/Hassan%20Murad/Documents/Medico_Ecommerce/nouthemes.net/html/mymedi/portfolio.html	(from https://nouthemes.net/html/mymedi/home13.html)
